Tally,Mean_B,RE,RE_Decrease,RE_Rate,VOV,VOV_Decrease,VOV_Rate,FOM,FOM_Behavior,PDFSlope,run_id
111,random,0.04,yes,yes,0.00,yes,yes,constant,random,3.01,out_m_0_0dot14
112,random,0.05,yes,yes,0.04,no,no,constant,random,4.88,out_m_0_0dot14
114,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot14
118,random,0.04,yes,yes,0.00,yes,yes,constant,random,4.67,out_m_0_0dot14
121,random,0.04,yes,yes,0.00,yes,yes,constant,random,2.70,out_m_0_0dot14
122,random,0.05,yes,yes,0.07,no,no,constant,random,2.82,out_m_0_0dot14
124,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot14
128,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot14
211,random,0.04,yes,yes,0.00,yes,yes,constant,random,3.11,out_m_0_0dot14
212,random,0.05,yes,yes,0.07,yes,yes,constant,increase,2.66,out_m_0_0dot14
214,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot14
218,random,0.04,yes,yes,0.00,yes,yes,constant,random,4.88,out_m_0_0dot14
221,random,0.04,yes,yes,0.00,yes,yes,constant,random,2.31,out_m_0_0dot14
222,random,0.05,yes,yes,0.09,yes,yes,constant,increase,2.84,out_m_0_0dot14
224,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot14
228,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot14
111,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot14
112,random,0.01,yes,yes,0.01,no,no,constant,random,3.52,out_f_0_0dot14
114,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot14
118,random,0.01,yes,yes,0.00,yes,yes,constant,random,4.37,out_f_0_0dot14
121,random,0.01,yes,yes,0.00,yes,yes,constant,random,7.60,out_f_0_0dot14
122,random,0.01,yes,yes,0.00,no,no,constant,random,4.63,out_f_0_0dot14
124,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot14
128,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot14
211,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot14
212,random,0.02,yes,yes,0.01,yes,yes,constant,increase,2.40,out_f_0_0dot14
214,random,0.01,yes,yes,0.00,yes,yes,constant,decrease,10.00,out_f_0_0dot14
218,random,0.01,yes,yes,0.00,yes,yes,constant,random,4.33,out_f_0_0dot14
221,decrease,0.01,yes,yes,0.00,yes,yes,constant,random,7.10,out_f_0_0dot14
222,random,0.02,yes,yes,0.01,yes,yes,constant,random,2.59,out_f_0_0dot14
224,random,0.01,yes,yes,0.00,yes,yes,constant,decrease,10.00,out_f_0_0dot14
228,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot14
111,random,0.31,yes,yes,0.11,yes,yes,constant,random,0.00,out_m_m250_0dot14
112,random,0.37,yes,yes,0.28,yes,no,constant,random,0.00,out_m_m250_0dot14
114,random,0.37,yes,yes,0.18,yes,yes,constant,random,0.00,out_m_m250_0dot14
118,random,0.30,yes,yes,0.09,yes,yes,constant,random,0.00,out_m_m250_0dot14
121,random,0.31,yes,yes,0.12,yes,yes,constant,random,0.00,out_m_m250_0dot14
122,random,0.35,yes,yes,0.21,yes,yes,constant,random,0.00,out_m_m250_0dot14
124,random,0.36,yes,yes,0.18,yes,yes,constant,random,0.00,out_m_m250_0dot14
128,random,0.39,yes,yes,0.28,yes,yes,constant,random,0.00,out_m_m250_0dot14
211,random,0.30,yes,yes,0.10,yes,yes,constant,random,0.00,out_m_m250_0dot14
212,random,0.31,yes,yes,0.13,yes,yes,constant,random,0.00,out_m_m250_0dot14
214,random,0.39,yes,yes,0.22,yes,yes,constant,random,0.00,out_m_m250_0dot14
218,random,0.29,yes,yes,0.08,yes,yes,constant,random,0.00,out_m_m250_0dot14
221,random,0.30,yes,yes,0.10,yes,yes,constant,random,0.00,out_m_m250_0dot14
222,random,0.30,yes,yes,0.11,yes,yes,constant,random,0.00,out_m_m250_0dot14
224,random,0.37,yes,yes,0.22,yes,yes,constant,random,0.00,out_m_m250_0dot14
228,random,0.34,yes,yes,0.16,yes,yes,constant,random,0.00,out_m_m250_0dot14
111,random,0.09,yes,yes,0.01,yes,yes,constant,decrease,0.00,out_f_m250_0dot14
112,random,0.09,yes,yes,0.02,yes,yes,constant,decrease,0.00,out_f_m250_0dot14
114,decrease,0.11,yes,yes,0.03,yes,yes,constant,decrease,0.00,out_f_m250_0dot14
118,decrease,0.08,yes,yes,0.01,yes,yes,constant,decrease,0.00,out_f_m250_0dot14
121,random,0.09,yes,yes,0.01,yes,yes,constant,decrease,0.00,out_f_m250_0dot14
122,decrease,0.10,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m250_0dot14
124,decrease,0.12,yes,yes,0.03,yes,yes,constant,decrease,0.00,out_f_m250_0dot14
128,decrease,0.11,yes,yes,0.02,yes,yes,constant,decrease,0.00,out_f_m250_0dot14
211,random,0.08,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot14
212,random,0.09,yes,yes,0.01,yes,yes,constant,decrease,0.00,out_f_m250_0dot14
214,random,0.11,yes,yes,0.03,yes,no,constant,random,0.00,out_f_m250_0dot14
218,random,0.08,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot14
221,random,0.08,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot14
222,random,0.09,yes,yes,0.02,yes,yes,constant,decrease,0.00,out_f_m250_0dot14
224,increase,0.11,yes,yes,0.04,yes,yes,constant,random,0.00,out_f_m250_0dot14
228,random,0.10,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m250_0dot14
111,random,0.23,yes,yes,0.07,yes,yes,constant,random,0.00,out_m_m500_0dot14
112,random,0.26,yes,yes,0.18,yes,no,constant,random,0.00,out_m_m500_0dot14
114,random,0.27,yes,yes,0.10,yes,yes,constant,random,0.00,out_m_m500_0dot14
118,constant,0.22,yes,yes,0.05,yes,yes,constant,random,0.00,out_m_m500_0dot14
121,random,0.24,yes,yes,0.08,yes,yes,constant,random,0.00,out_m_m500_0dot14
122,random,0.28,yes,yes,0.19,yes,yes,constant,random,0.00,out_m_m500_0dot14
124,random,0.26,yes,yes,0.10,yes,yes,constant,random,0.00,out_m_m500_0dot14
128,random,0.26,yes,yes,0.10,yes,yes,constant,random,0.00,out_m_m500_0dot14
211,constant,0.26,yes,yes,0.08,yes,yes,constant,random,0.00,out_m_m500_0dot14
212,random,0.33,yes,yes,0.26,yes,yes,constant,random,0.00,out_m_m500_0dot14
214,random,0.35,yes,yes,0.19,yes,yes,constant,random,0.00,out_m_m500_0dot14
218,random,0.25,yes,yes,0.06,yes,yes,constant,random,0.00,out_m_m500_0dot14
221,random,0.27,yes,yes,0.09,yes,yes,constant,random,0.00,out_m_m500_0dot14
222,random,0.37,yes,yes,0.35,yes,yes,constant,random,0.00,out_m_m500_0dot14
224,random,0.33,yes,yes,0.16,yes,yes,constant,random,0.00,out_m_m500_0dot14
228,random,0.29,yes,yes,0.13,yes,yes,constant,random,0.00,out_m_m500_0dot14
111,random,0.10,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m500_0dot14
112,random,0.14,yes,yes,0.07,yes,yes,constant,random,0.00,out_f_m500_0dot14
114,random,0.13,yes,yes,0.04,yes,yes,constant,random,0.00,out_f_m500_0dot14
118,random,0.10,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m500_0dot14
121,random,0.11,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m500_0dot14
122,random,0.15,yes,yes,0.08,yes,yes,constant,random,0.00,out_f_m500_0dot14
124,random,0.14,yes,yes,0.05,yes,yes,constant,random,0.00,out_f_m500_0dot14
128,random,0.13,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m500_0dot14
211,random,0.11,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m500_0dot14
212,decrease,0.13,yes,yes,0.04,yes,yes,constant,random,0.00,out_f_m500_0dot14
214,random,0.14,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m500_0dot14
218,random,0.10,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m500_0dot14
221,random,0.11,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m500_0dot14
222,random,0.14,yes,yes,0.04,yes,yes,constant,random,0.00,out_f_m500_0dot14
224,random,0.14,yes,yes,0.04,yes,yes,constant,random,0.00,out_f_m500_0dot14
228,random,0.13,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m500_0dot14
111,random,0.35,yes,yes,0.17,yes,yes,constant,random,0.00,out_m_m750_0dot14
112,random,0.37,yes,yes,0.21,yes,yes,constant,random,0.00,out_m_m750_0dot14
114,random,0.44,yes,yes,0.27,yes,yes,constant,random,0.00,out_m_m750_0dot14
118,random,0.33,yes,yes,0.11,yes,yes,constant,random,0.00,out_m_m750_0dot14
121,random,0.35,yes,yes,0.17,yes,yes,constant,random,0.00,out_m_m750_0dot14
122,random,0.38,yes,yes,0.23,yes,yes,constant,random,0.00,out_m_m750_0dot14
124,random,0.43,yes,yes,0.25,yes,yes,increase,random,0.00,out_m_m750_0dot14
128,random,0.39,yes,yes,0.27,yes,yes,constant,random,0.00,out_m_m750_0dot14
211,decrease,0.53,yes,yes,0.39,yes,no,decrease,decrease,0.00,out_m_m750_0dot14
212,decrease,0.52,yes,yes,0.31,yes,no,decrease,decrease,0.00,out_m_m750_0dot14
214,decrease,0.61,yes,yes,0.59,yes,no,decrease,decrease,0.00,out_m_m750_0dot14
218,decrease,0.50,yes,yes,0.25,yes,no,decrease,decrease,0.00,out_m_m750_0dot14
221,decrease,0.53,yes,yes,0.41,yes,no,decrease,decrease,0.00,out_m_m750_0dot14
222,decrease,0.53,yes,yes,0.35,yes,no,decrease,decrease,0.00,out_m_m750_0dot14
224,decrease,0.57,yes,yes,0.42,yes,no,decrease,decrease,0.00,out_m_m750_0dot14
228,decrease,0.57,yes,yes,0.43,yes,no,decrease,decrease,0.00,out_m_m750_0dot14
111,random,0.13,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m750_0dot14
112,random,0.14,yes,yes,0.05,yes,yes,constant,random,0.00,out_f_m750_0dot14
114,random,0.15,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m750_0dot14
118,random,0.12,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m750_0dot14
121,random,0.13,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m750_0dot14
122,random,0.15,yes,yes,0.06,yes,yes,constant,random,0.00,out_f_m750_0dot14
124,random,0.15,yes,yes,0.04,yes,yes,constant,random,0.00,out_f_m750_0dot14
128,random,0.15,yes,yes,0.04,yes,yes,constant,random,0.00,out_f_m750_0dot14
211,random,0.13,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m750_0dot14
212,random,0.16,yes,yes,0.08,yes,yes,constant,random,0.00,out_f_m750_0dot14
214,random,0.18,yes,yes,0.06,yes,yes,constant,random,0.00,out_f_m750_0dot14
218,random,0.13,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m750_0dot14
221,random,0.13,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m750_0dot14
222,random,0.16,yes,yes,0.07,yes,yes,constant,random,0.00,out_f_m750_0dot14
224,random,0.18,yes,yes,0.07,yes,yes,constant,random,0.00,out_f_m750_0dot14
228,random,0.16,yes,yes,0.04,yes,yes,constant,random,0.00,out_f_m750_0dot14
111,random,0.35,yes,yes,0.14,yes,yes,constant,random,0.00,out_m_m1000_0dot14
112,random,0.36,yes,yes,0.19,yes,yes,constant,random,0.00,out_m_m1000_0dot14
114,random,0.46,yes,yes,0.36,yes,yes,constant,random,0.00,out_m_m1000_0dot14
118,random,0.33,yes,yes,0.11,yes,yes,constant,random,0.00,out_m_m1000_0dot14
121,random,0.35,yes,yes,0.15,yes,yes,constant,random,0.00,out_m_m1000_0dot14
122,random,0.37,yes,yes,0.20,yes,yes,constant,random,0.00,out_m_m1000_0dot14
124,random,0.47,yes,yes,0.37,yes,yes,constant,random,0.00,out_m_m1000_0dot14
128,random,0.42,yes,yes,0.36,yes,yes,increase,random,0.00,out_m_m1000_0dot14
211,random,0.34,yes,yes,0.15,yes,yes,constant,random,0.00,out_m_m1000_0dot14
212,random,0.38,yes,yes,0.30,yes,no,constant,random,0.00,out_m_m1000_0dot14
214,random,0.38,yes,yes,0.24,yes,no,constant,random,0.00,out_m_m1000_0dot14
218,constant,0.32,yes,yes,0.10,yes,yes,constant,random,0.00,out_m_m1000_0dot14
221,random,0.34,yes,yes,0.17,yes,yes,constant,random,0.00,out_m_m1000_0dot14
222,random,0.37,yes,yes,0.20,yes,yes,constant,random,0.00,out_m_m1000_0dot14
224,random,0.37,yes,yes,0.20,yes,yes,constant,random,0.00,out_m_m1000_0dot14
228,random,0.36,yes,yes,0.18,yes,yes,constant,random,0.00,out_m_m1000_0dot14
111,random,0.09,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1000_0dot14
112,random,0.10,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m1000_0dot14
114,random,0.11,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m1000_0dot14
118,random,0.09,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1000_0dot14
121,random,0.09,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1000_0dot14
122,random,0.10,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m1000_0dot14
124,random,0.12,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m1000_0dot14
128,random,0.11,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m1000_0dot14
211,random,0.10,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1000_0dot14
212,random,0.11,yes,yes,0.06,yes,yes,constant,random,0.00,out_f_m1000_0dot14
214,random,0.12,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m1000_0dot14
218,random,0.09,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1000_0dot14
221,random,0.10,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1000_0dot14
222,random,0.11,yes,yes,0.04,yes,yes,constant,random,0.00,out_f_m1000_0dot14
224,random,0.13,yes,yes,0.04,yes,yes,constant,random,0.00,out_f_m1000_0dot14
228,decrease,0.11,yes,yes,0.02,yes,yes,constant,decrease,0.00,out_f_m1000_0dot14
111,random,0.30,yes,yes,0.11,yes,yes,constant,decrease,0.00,out_m_m1250_0dot14
112,decrease,0.37,yes,yes,0.38,yes,yes,constant,random,0.00,out_m_m1250_0dot14
114,random,0.34,yes,yes,0.21,yes,yes,constant,random,0.00,out_m_m1250_0dot14
118,decrease,0.29,yes,yes,0.08,yes,yes,constant,decrease,0.00,out_m_m1250_0dot14
121,decrease,0.30,yes,yes,0.11,yes,yes,constant,decrease,0.00,out_m_m1250_0dot14
122,decrease,0.32,yes,yes,0.15,yes,yes,constant,decrease,0.00,out_m_m1250_0dot14
124,random,0.34,yes,yes,0.19,yes,yes,constant,random,0.00,out_m_m1250_0dot14
128,random,0.37,yes,yes,0.21,yes,yes,constant,random,0.00,out_m_m1250_0dot14
211,random,0.58,yes,yes,0.33,yes,yes,constant,random,0.00,out_m_m1250_0dot14
212,random,0.61,yes,yes,0.50,yes,yes,constant,random,0.00,out_m_m1250_0dot14
214,decrease,0.80,yes,yes,0.93,yes,no,constant,random,0.00,out_m_m1250_0dot14
218,random,0.58,yes,yes,0.33,yes,yes,constant,random,0.00,out_m_m1250_0dot14
221,random,0.62,yes,yes,0.49,yes,yes,constant,random,0.00,out_m_m1250_0dot14
222,random,0.71,yes,yes,0.79,yes,no,constant,random,0.00,out_m_m1250_0dot14
224,decrease,0.81,yes,yes,0.92,yes,no,decrease,decrease,0.00,out_m_m1250_0dot14
228,random,0.62,yes,yes,0.49,yes,yes,constant,random,0.00,out_m_m1250_0dot14
111,random,0.11,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m1250_0dot14
112,random,0.12,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m1250_0dot14
114,random,0.13,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m1250_0dot14
118,random,0.10,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1250_0dot14
121,random,0.11,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m1250_0dot14
122,random,0.12,yes,yes,0.05,yes,yes,constant,random,0.00,out_f_m1250_0dot14
124,random,0.14,yes,yes,0.05,yes,yes,constant,random,0.00,out_f_m1250_0dot14
128,random,0.13,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m1250_0dot14
211,increase,0.12,yes,yes,0.02,yes,yes,constant,increase,0.00,out_f_m1250_0dot14
212,random,0.13,yes,yes,0.03,yes,yes,constant,increase,0.00,out_f_m1250_0dot14
214,random,0.15,yes,yes,0.04,yes,yes,constant,increase,0.00,out_f_m1250_0dot14
218,increase,0.11,yes,yes,0.01,yes,yes,constant,increase,0.00,out_f_m1250_0dot14
221,increase,0.12,yes,yes,0.02,yes,yes,constant,increase,0.00,out_f_m1250_0dot14
222,random,0.13,yes,yes,0.04,yes,yes,constant,increase,0.00,out_f_m1250_0dot14
224,random,0.15,yes,yes,0.04,yes,yes,constant,increase,0.00,out_f_m1250_0dot14
228,random,0.14,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m1250_0dot14
111,random,0.43,yes,yes,0.26,yes,yes,increase,random,0.00,out_m_m1500_0dot14
112,random,0.47,yes,yes,0.41,yes,yes,constant,random,0.00,out_m_m1500_0dot14
114,random,0.43,yes,yes,0.23,yes,yes,increase,random,0.00,out_m_m1500_0dot14
118,random,0.41,yes,yes,0.17,yes,no,increase,random,0.00,out_m_m1500_0dot14
121,random,0.43,yes,yes,0.23,yes,yes,increase,random,0.00,out_m_m1500_0dot14
122,random,0.47,yes,yes,0.33,yes,yes,constant,random,0.00,out_m_m1500_0dot14
124,random,0.44,yes,yes,0.25,yes,yes,increase,random,0.00,out_m_m1500_0dot14
128,random,0.52,yes,yes,0.39,yes,yes,constant,random,0.00,out_m_m1500_0dot14
211,random,0.41,yes,yes,0.17,yes,no,increase,random,0.00,out_m_m1500_0dot14
212,random,0.42,yes,yes,0.20,yes,no,increase,random,0.00,out_m_m1500_0dot14
214,random,0.44,yes,yes,0.22,yes,no,increase,random,0.00,out_m_m1500_0dot14
218,random,0.41,yes,yes,0.17,yes,no,increase,random,0.00,out_m_m1500_0dot14
221,random,0.42,yes,yes,0.19,yes,no,increase,random,0.00,out_m_m1500_0dot14
222,random,0.44,yes,yes,0.26,yes,no,increase,random,0.00,out_m_m1500_0dot14
224,random,0.44,yes,yes,0.25,yes,no,increase,random,0.00,out_m_m1500_0dot14
228,random,0.50,yes,yes,0.51,yes,yes,increase,random,0.00,out_m_m1500_0dot14
111,random,0.17,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m1500_0dot14
112,random,0.18,yes,yes,0.08,no,no,constant,random,0.00,out_f_m1500_0dot14
114,random,0.22,yes,yes,0.10,yes,yes,constant,random,0.00,out_f_m1500_0dot14
118,random,0.16,yes,yes,0.03,yes,yes,constant,random,0.00,out_f_m1500_0dot14
121,random,0.17,yes,yes,0.04,yes,yes,constant,random,0.00,out_f_m1500_0dot14
122,random,0.18,yes,yes,0.12,no,no,constant,random,0.00,out_f_m1500_0dot14
124,random,0.23,yes,yes,0.13,yes,no,constant,random,0.00,out_f_m1500_0dot14
128,decrease,0.22,yes,yes,0.08,yes,yes,constant,random,0.00,out_f_m1500_0dot14
211,random,0.17,yes,yes,0.04,yes,yes,constant,random,0.00,out_f_m1500_0dot14
212,random,0.19,yes,yes,0.11,yes,yes,constant,random,0.00,out_f_m1500_0dot14
214,random,0.21,yes,yes,0.09,yes,yes,constant,random,0.00,out_f_m1500_0dot14
218,constant,0.16,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m1500_0dot14
221,random,0.17,yes,yes,0.05,yes,yes,constant,random,0.00,out_f_m1500_0dot14
222,random,0.19,yes,yes,0.08,yes,yes,constant,random,0.00,out_f_m1500_0dot14
224,random,0.21,yes,yes,0.09,yes,yes,constant,random,0.00,out_f_m1500_0dot14
228,random,0.22,yes,yes,0.08,yes,yes,constant,random,0.00,out_f_m1500_0dot14
111,increase,0.01,yes,yes,0.00,yes,yes,constant,increase,10.00,out_m_0_0dot2
112,random,0.01,no,no,0.28,no,no,decrease,random,3.11,out_m_0_0dot2
114,increase,0.01,yes,yes,0.00,yes,yes,constant,increase,10.00,out_m_0_0dot2
118,increase,0.01,yes,yes,0.00,yes,yes,constant,increase,4.21,out_m_0_0dot2
121,increase,0.01,yes,yes,0.00,yes,yes,constant,increase,10.00,out_m_0_0dot2
122,random,0.01,no,no,0.10,no,no,constant,random,3.31,out_m_0_0dot2
124,increase,0.01,yes,yes,0.00,yes,yes,constant,increase,10.00,out_m_0_0dot2
128,random,0.01,yes,yes,0.00,yes,yes,constant,increase,10.00,out_m_0_0dot2
211,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot2
212,decrease,0.01,yes,yes,0.04,yes,yes,constant,random,3.08,out_m_0_0dot2
214,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot2
218,random,0.01,yes,yes,0.00,yes,yes,constant,random,3.79,out_m_0_0dot2
221,random,0.01,yes,yes,0.00,yes,yes,constant,random,5.34,out_m_0_0dot2
222,decrease,0.01,yes,yes,0.02,yes,yes,constant,random,2.83,out_m_0_0dot2
224,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot2
228,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot2
111,random,0.01,yes,yes,0.00,yes,yes,constant,random,2.96,out_f_0_0dot2
112,random,0.01,yes,yes,0.01,yes,yes,constant,random,3.41,out_f_0_0dot2
114,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot2
118,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot2
121,random,0.01,yes,yes,0.00,yes,yes,constant,random,4.52,out_f_0_0dot2
122,random,0.01,yes,yes,0.00,yes,yes,constant,random,3.37,out_f_0_0dot2
124,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot2
128,increase,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot2
211,random,0.01,yes,yes,0.00,yes,yes,constant,random,2.93,out_f_0_0dot2
212,random,0.01,yes,yes,0.01,yes,yes,constant,increase,2.75,out_f_0_0dot2
214,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot2
218,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot2
221,random,0.01,yes,yes,0.00,yes,yes,constant,random,7.08,out_f_0_0dot2
222,random,0.01,yes,yes,0.02,yes,yes,constant,random,2.89,out_f_0_0dot2
224,random,0.01,yes,yes,0.00,yes,yes,constant,increase,10.00,out_f_0_0dot2
228,increase,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot2
111,random,0.04,yes,yes,0.00,yes,yes,constant,random,2.95,out_m_m250_0dot2
112,random,0.05,yes,yes,0.02,yes,no,constant,random,4.71,out_m_m250_0dot2
114,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot2
118,random,0.04,yes,yes,0.00,yes,yes,constant,random,3.97,out_m_m250_0dot2
121,random,0.04,yes,yes,0.00,yes,yes,constant,random,4.59,out_m_m250_0dot2
122,random,0.05,yes,yes,0.02,no,no,constant,random,2.59,out_m_m250_0dot2
124,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot2
128,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot2
211,random,0.04,yes,yes,0.00,yes,yes,constant,random,3.06,out_m_m250_0dot2
212,random,0.05,yes,yes,0.01,yes,yes,constant,random,2.70,out_m_m250_0dot2
214,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot2
218,random,0.04,yes,yes,0.00,yes,yes,constant,random,3.65,out_m_m250_0dot2
221,random,0.04,yes,yes,0.00,yes,yes,constant,random,6.59,out_m_m250_0dot2
222,random,0.05,yes,yes,0.01,yes,yes,constant,random,3.09,out_m_m250_0dot2
224,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot2
228,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot2
111,decrease,0.05,yes,yes,0.00,yes,yes,constant,random,0.00,out_f_m250_0dot2
112,random,0.05,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot2
114,random,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot2
118,random,0.05,yes,yes,0.00,yes,yes,constant,decrease,0.00,out_f_m250_0dot2
121,decrease,0.05,yes,yes,0.00,yes,yes,constant,decrease,0.00,out_f_m250_0dot2
122,random,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot2
124,random,0.07,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot2
128,random,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot2
211,random,0.05,yes,yes,0.00,yes,yes,constant,random,0.00,out_f_m250_0dot2
212,random,0.05,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot2
214,random,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot2
218,random,0.05,yes,yes,0.00,yes,yes,constant,random,0.00,out_f_m250_0dot2
221,random,0.05,yes,yes,0.00,yes,yes,constant,random,0.00,out_f_m250_0dot2
222,random,0.05,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot2
224,random,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot2
228,random,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m250_0dot2
111,random,0.05,yes,yes,0.00,yes,yes,constant,random,0.00,out_m_m500_0dot2
112,decrease,0.06,yes,yes,0.02,yes,yes,constant,random,0.00,out_m_m500_0dot2
114,random,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_m_m500_0dot2
118,random,0.05,yes,yes,0.00,yes,yes,constant,random,0.00,out_m_m500_0dot2
121,random,0.05,yes,yes,0.00,yes,yes,constant,random,0.00,out_m_m500_0dot2
122,random,0.07,yes,yes,0.01,yes,yes,constant,random,0.00,out_m_m500_0dot2
124,random,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_m_m500_0dot2
128,random,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_m_m500_0dot2
211,decrease,0.05,yes,yes,0.00,yes,yes,constant,random,0.00,out_m_m500_0dot2
212,random,0.06,yes,yes,0.05,no,no,constant,random,0.00,out_m_m500_0dot2
214,decrease,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_m_m500_0dot2
218,decrease,0.05,yes,yes,0.00,yes,yes,constant,decrease,0.00,out_m_m500_0dot2
221,decrease,0.05,yes,yes,0.00,yes,yes,constant,random,0.00,out_m_m500_0dot2
222,random,0.07,yes,yes,0.06,no,no,constant,random,0.00,out_m_m500_0dot2
224,random,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_m_m500_0dot2
228,random,0.06,yes,yes,0.01,yes,yes,constant,decrease,0.00,out_m_m500_0dot2
111,random,0.07,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m500_0dot2
112,random,0.08,yes,yes,0.02,yes,no,constant,random,0.00,out_f_m500_0dot2
