Tally,Mean_B,RE,RE_Decrease,RE_Rate,VOV,VOV_Decrease,VOV_Rate,FOM,FOM_Behavior,PDFSlope,run_id
214,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot35
218,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot35
221,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot35
222,random,0.01,yes,yes,0.02,no,no,constant,random,2.76,out_m_m250_0dot35
224,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot35
228,random,0.01,yes,yes,0.00,yes,yes,constant,random,8.02,out_m_m250_0dot35
111,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot35
112,random,0.03,yes,yes,0.00,yes,yes,constant,random,3.79,out_f_m250_0dot35
114,random,0.03,yes,yes,0.00,yes,yes,constant,decrease,10.00,out_f_m250_0dot35
118,random,0.02,yes,yes,0.00,yes,yes,constant,random,5.48,out_f_m250_0dot35
121,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot35
122,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot35
124,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot35
128,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot35
211,increase,0.02,yes,yes,0.00,yes,yes,constant,increase,10.00,out_f_m250_0dot35
212,increase,0.03,yes,yes,0.01,yes,yes,constant,increase,4.12,out_f_m250_0dot35
214,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot35
218,increase,0.02,yes,yes,0.00,yes,yes,constant,random,3.95,out_f_m250_0dot35
221,increase,0.03,yes,yes,0.00,yes,yes,constant,increase,10.00,out_f_m250_0dot35
222,increase,0.03,yes,yes,0.00,yes,yes,constant,random,6.61,out_f_m250_0dot35
224,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot35
228,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot35
111,increase,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot35
112,decrease,0.04,yes,yes,0.64,yes,yes,constant,increase,2.63,out_m_m500_0dot35
114,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot35
118,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot35
121,random,0.01,yes,yes,0.00,yes,yes,constant,increase,10.00,out_m_m500_0dot35
122,decrease,0.05,yes,yes,0.77,yes,no,constant,increase,2.85,out_m_m500_0dot35
124,random,0.02,yes,yes,0.00,yes,yes,constant,random,8.04,out_m_m500_0dot35
128,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot35
211,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot35
212,random,0.04,no,no,0.63,no,no,decrease,random,2.58,out_m_m500_0dot35
214,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot35
218,random,0.01,yes,yes,0.00,yes,yes,constant,random,3.40,out_m_m500_0dot35
221,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot35
222,random,0.03,no,no,0.35,no,no,decrease,random,3.03,out_m_m500_0dot35
224,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot35
228,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot35
111,random,0.03,yes,yes,0.00,yes,yes,constant,random,2.84,out_f_m500_0dot35
112,random,0.04,yes,yes,0.10,yes,yes,constant,increase,3.21,out_f_m500_0dot35
114,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m500_0dot35
118,random,0.03,yes,yes,0.00,yes,yes,constant,random,4.88,out_f_m500_0dot35
121,random,0.03,yes,yes,0.00,yes,yes,constant,random,6.63,out_f_m500_0dot35
122,random,0.05,yes,yes,0.14,yes,yes,constant,increase,4.40,out_f_m500_0dot35
124,random,0.04,yes,yes,0.00,yes,yes,constant,random,4.03,out_f_m500_0dot35
128,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m500_0dot35
211,random,0.03,yes,yes,0.00,yes,yes,constant,random,2.95,out_f_m500_0dot35
212,random,0.04,yes,yes,0.02,yes,yes,constant,random,3.09,out_f_m500_0dot35
214,random,0.04,yes,yes,0.00,yes,yes,constant,random,3.80,out_f_m500_0dot35
218,random,0.03,yes,yes,0.00,yes,yes,constant,random,4.37,out_f_m500_0dot35
221,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m500_0dot35
222,random,0.04,yes,yes,0.01,yes,yes,constant,random,10.00,out_f_m500_0dot35
224,random,0.04,yes,yes,0.01,yes,yes,constant,random,10.00,out_f_m500_0dot35
228,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m500_0dot35
111,random,0.02,yes,yes,0.00,yes,yes,constant,random,3.71,out_m_m750_0dot35
112,random,0.03,yes,yes,0.02,yes,yes,constant,increase,4.47,out_m_m750_0dot35
114,random,0.03,yes,yes,0.00,yes,yes,constant,random,6.85,out_m_m750_0dot35
118,random,0.02,yes,yes,0.00,yes,yes,constant,random,5.25,out_m_m750_0dot35
121,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot35
122,random,0.03,yes,yes,0.02,yes,yes,constant,random,3.83,out_m_m750_0dot35
124,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot35
128,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot35
211,random,0.02,yes,yes,0.00,yes,yes,constant,random,2.68,out_m_m750_0dot35
212,random,0.03,yes,yes,0.01,yes,no,constant,random,6.65,out_m_m750_0dot35
214,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot35
218,random,0.02,yes,yes,0.00,yes,yes,constant,random,4.32,out_m_m750_0dot35
221,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot35
222,random,0.03,yes,yes,0.01,yes,yes,constant,random,4.47,out_m_m750_0dot35
224,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot35
228,random,0.03,yes,yes,0.00,yes,yes,constant,random,9.48,out_m_m750_0dot35
111,random,0.04,yes,yes,0.00,yes,yes,constant,random,4.47,out_f_m750_0dot35
112,random,0.06,no,no,0.10,no,no,constant,random,2.64,out_f_m750_0dot35
114,random,0.05,yes,yes,0.01,yes,yes,constant,random,10.00,out_f_m750_0dot35
118,random,0.04,yes,yes,0.00,yes,yes,constant,random,7.20,out_f_m750_0dot35
121,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m750_0dot35
122,random,0.10,no,no,0.52,no,no,decrease,random,2.53,out_f_m750_0dot35
124,random,0.06,yes,yes,0.01,yes,yes,constant,random,7.76,out_f_m750_0dot35
128,random,0.05,yes,yes,0.01,yes,yes,constant,random,6.57,out_f_m750_0dot35
211,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m750_0dot35
212,random,0.07,no,no,0.21,no,no,decrease,random,2.20,out_f_m750_0dot35
214,random,0.05,yes,yes,0.01,yes,yes,constant,random,10.00,out_f_m750_0dot35
218,random,0.04,yes,yes,0.00,yes,yes,constant,random,5.82,out_f_m750_0dot35
221,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m750_0dot35
222,random,0.07,yes,yes,0.05,yes,no,constant,random,2.66,out_f_m750_0dot35
224,random,0.05,yes,yes,0.01,yes,yes,constant,random,10.00,out_f_m750_0dot35
228,random,0.05,yes,yes,0.01,yes,yes,constant,random,10.00,out_f_m750_0dot35
111,random,0.02,yes,yes,0.00,yes,yes,constant,random,2.61,out_m_m1000_0dot35
112,random,0.02,yes,yes,0.00,yes,yes,constant,random,3.26,out_m_m1000_0dot35
114,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1000_0dot35
118,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1000_0dot35
121,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1000_0dot35
122,random,0.02,yes,yes,0.01,yes,yes,constant,increase,4.17,out_m_m1000_0dot35
124,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1000_0dot35
128,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1000_0dot35
211,random,0.02,yes,yes,0.00,yes,yes,constant,random,2.70,out_m_m1000_0dot35
212,random,0.02,yes,yes,0.01,yes,yes,constant,increase,4.07,out_m_m1000_0dot35
214,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1000_0dot35
218,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1000_0dot35
221,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1000_0dot35
222,random,0.02,yes,yes,0.01,yes,yes,constant,random,4.01,out_m_m1000_0dot35
224,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1000_0dot35
228,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1000_0dot35
111,random,0.03,yes,yes,0.00,yes,yes,constant,random,3.15,out_f_m1000_0dot35
112,random,0.04,yes,yes,0.01,yes,yes,constant,increase,3.37,out_f_m1000_0dot35
114,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m1000_0dot35
118,random,0.03,yes,yes,0.00,yes,yes,constant,random,4.67,out_f_m1000_0dot35
121,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m1000_0dot35
122,random,0.04,yes,yes,0.03,no,no,constant,random,3.88,out_f_m1000_0dot35
124,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m1000_0dot35
128,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m1000_0dot35
211,random,0.03,yes,yes,0.00,yes,yes,constant,random,3.75,out_f_m1000_0dot35
212,random,0.04,yes,yes,0.10,yes,yes,constant,increase,3.15,out_f_m1000_0dot35
214,decrease,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m1000_0dot35
218,random,0.03,yes,yes,0.00,yes,yes,constant,random,4.43,out_f_m1000_0dot35
221,random,0.03,yes,yes,0.00,yes,yes,constant,random,8.97,out_f_m1000_0dot35
222,random,0.04,yes,yes,0.02,yes,yes,constant,random,5.87,out_f_m1000_0dot35
224,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m1000_0dot35
228,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m1000_0dot35
111,random,0.02,yes,yes,0.00,yes,yes,constant,random,2.85,out_m_m1250_0dot35
112,random,0.03,yes,yes,0.00,yes,yes,constant,random,3.85,out_m_m1250_0dot35
114,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1250_0dot35
118,random,0.02,yes,yes,0.00,yes,yes,constant,random,4.23,out_m_m1250_0dot35
121,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1250_0dot35
122,random,0.03,yes,yes,0.01,yes,no,constant,random,7.55,out_m_m1250_0dot35
124,random,0.03,yes,yes,0.00,yes,yes,constant,decrease,9.87,out_m_m1250_0dot35
128,random,0.03,yes,yes,0.00,yes,yes,constant,decrease,10.00,out_m_m1250_0dot35
211,decrease,0.02,yes,yes,0.00,yes,yes,constant,decrease,2.51,out_m_m1250_0dot35
212,random,0.06,no,no,0.60,no,no,decrease,random,2.55,out_m_m1250_0dot35
214,random,0.03,yes,yes,0.00,yes,yes,constant,decrease,10.00,out_m_m1250_0dot35
218,decrease,0.02,yes,yes,0.00,yes,yes,constant,decrease,10.00,out_m_m1250_0dot35
221,decrease,0.02,yes,yes,0.00,yes,yes,constant,decrease,10.00,out_m_m1250_0dot35
222,random,0.07,no,no,0.60,no,no,decrease,random,2.60,out_m_m1250_0dot35
224,random,0.03,yes,yes,0.00,yes,yes,constant,decrease,10.00,out_m_m1250_0dot35
228,random,0.03,yes,yes,0.00,yes,yes,constant,decrease,10.00,out_m_m1250_0dot35
111,random,0.04,yes,yes,0.00,yes,yes,constant,random,3.75,out_f_m1250_0dot35
112,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m1250_0dot35
114,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m1250_0dot35
118,random,0.04,yes,yes,0.00,yes,yes,constant,random,7.20,out_f_m1250_0dot35
121,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m1250_0dot35
122,random,0.05,yes,yes,0.01,yes,yes,constant,random,7.56,out_f_m1250_0dot35
124,random,0.05,yes,yes,0.01,yes,yes,constant,random,6.41,out_f_m1250_0dot35
128,random,0.05,yes,yes,0.01,yes,yes,constant,random,10.00,out_f_m1250_0dot35
211,decrease,0.04,yes,yes,0.00,yes,yes,constant,decrease,7.20,out_f_m1250_0dot35
212,random,0.05,yes,yes,0.01,yes,no,constant,decrease,3.24,out_f_m1250_0dot35
214,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m1250_0dot35
218,decrease,0.04,yes,yes,0.00,yes,yes,constant,decrease,4.52,out_f_m1250_0dot35
221,random,0.04,yes,yes,0.00,yes,yes,constant,decrease,7.79,out_f_m1250_0dot35
222,random,0.06,no,no,0.11,no,no,decrease,random,2.47,out_f_m1250_0dot35
224,random,0.05,yes,yes,0.01,yes,yes,constant,random,10.00,out_f_m1250_0dot35
228,random,0.05,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m1250_0dot35
111,random,0.03,yes,yes,0.00,yes,yes,constant,random,3.35,out_m_m1500_0dot35
112,random,0.04,yes,yes,0.05,yes,yes,constant,increase,2.80,out_m_m1500_0dot35
114,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1500_0dot35
118,random,0.03,yes,yes,0.00,yes,yes,constant,random,4.01,out_m_m1500_0dot35
121,random,0.03,yes,yes,0.00,yes,yes,constant,random,9.97,out_m_m1500_0dot35
122,random,0.04,yes,yes,0.02,yes,yes,constant,random,5.22,out_m_m1500_0dot35
124,random,0.04,yes,yes,0.00,yes,yes,constant,random,4.83,out_m_m1500_0dot35
128,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1500_0dot35
211,increase,0.03,yes,yes,0.00,yes,yes,constant,random,3.32,out_m_m1500_0dot35
212,random,0.04,yes,yes,0.02,yes,yes,constant,random,3.38,out_m_m1500_0dot35
214,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1500_0dot35
218,random,0.03,yes,yes,0.00,yes,yes,constant,random,4.31,out_m_m1500_0dot35
221,increase,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1500_0dot35
222,random,0.04,yes,yes,0.01,yes,yes,constant,random,5.40,out_m_m1500_0dot35
224,increase,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1500_0dot35
228,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m1500_0dot35
111,random,0.06,yes,yes,0.00,yes,yes,constant,random,0.00,out_f_m1500_0dot35
112,random,0.08,yes,yes,0.05,yes,yes,constant,random,0.00,out_f_m1500_0dot35
114,random,0.07,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1500_0dot35
118,random,0.06,yes,yes,0.00,yes,yes,constant,random,0.00,out_f_m1500_0dot35
121,random,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1500_0dot35
122,random,0.07,yes,yes,0.02,yes,yes,constant,random,0.00,out_f_m1500_0dot35
124,random,0.08,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1500_0dot35
128,random,0.07,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1500_0dot35
211,random,0.05,yes,yes,0.00,yes,yes,constant,random,0.00,out_f_m1500_0dot35
212,random,0.06,yes,yes,0.02,no,no,constant,random,0.00,out_f_m1500_0dot35
214,random,0.07,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1500_0dot35
218,random,0.05,yes,yes,0.00,yes,yes,constant,random,0.00,out_f_m1500_0dot35
221,random,0.06,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1500_0dot35
222,random,0.07,yes,yes,0.05,yes,yes,constant,random,0.00,out_f_m1500_0dot35
224,random,0.07,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1500_0dot35
228,random,0.07,yes,yes,0.01,yes,yes,constant,random,0.00,out_f_m1500_0dot35
111,random,0.00,yes,yes,0.00,yes,yes,constant,random,2.72,out_m_0_0dot4
112,random,0.00,yes,yes,0.00,yes,yes,constant,random,4.37,out_m_0_0dot4
114,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot4
118,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot4
121,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot4
122,random,0.00,yes,yes,0.00,yes,yes,constant,random,6.29,out_m_0_0dot4
124,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot4
128,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot4
211,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot4
212,random,0.00,yes,yes,0.02,yes,yes,constant,increase,4.12,out_m_0_0dot4
214,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot4
218,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot4
221,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot4
222,random,0.00,yes,yes,0.01,yes,yes,constant,random,3.93,out_m_0_0dot4
224,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_0_0dot4
228,random,0.00,yes,yes,0.00,yes,yes,constant,random,6.06,out_m_0_0dot4
111,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot4
112,random,0.01,yes,yes,0.03,yes,yes,constant,increase,2.92,out_f_0_0dot4
114,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot4
118,random,0.00,yes,yes,0.00,yes,yes,constant,random,4.27,out_f_0_0dot4
121,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot4
122,random,0.01,yes,yes,0.01,yes,no,constant,random,3.07,out_f_0_0dot4
124,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot4
128,random,0.01,yes,yes,0.00,yes,yes,constant,random,3.03,out_f_0_0dot4
211,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot4
212,random,0.00,yes,yes,0.00,yes,yes,constant,random,4.36,out_f_0_0dot4
214,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot4
218,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot4
221,random,0.00,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot4
222,random,0.01,yes,yes,0.00,no,no,constant,random,2.83,out_f_0_0dot4
224,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_0_0dot4
228,random,0.01,yes,yes,0.00,yes,yes,constant,random,2.42,out_f_0_0dot4
111,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot4
112,random,0.01,yes,yes,0.05,yes,no,constant,random,2.52,out_m_m250_0dot4
114,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot4
118,random,0.01,yes,yes,0.00,yes,yes,constant,random,3.74,out_m_m250_0dot4
121,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot4
122,random,0.01,yes,yes,0.01,yes,yes,constant,random,2.90,out_m_m250_0dot4
124,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot4
128,random,0.01,yes,yes,0.00,yes,yes,constant,random,2.61,out_m_m250_0dot4
211,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot4
212,random,0.01,yes,yes,0.00,yes,yes,constant,increase,5.05,out_m_m250_0dot4
214,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot4
218,random,0.01,yes,yes,0.00,yes,yes,constant,random,3.42,out_m_m250_0dot4
221,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m250_0dot4
222,random,0.01,yes,yes,0.00,yes,yes,constant,increase,3.22,out_m_m250_0dot4
224,random,0.01,yes,yes,0.00,yes,yes,constant,increase,8.07,out_m_m250_0dot4
228,random,0.01,yes,yes,0.00,yes,yes,constant,random,3.64,out_m_m250_0dot4
111,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot4
112,random,0.05,yes,yes,0.53,yes,yes,constant,increase,2.27,out_f_m250_0dot4
114,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot4
118,random,0.02,yes,yes,0.00,yes,yes,constant,random,4.76,out_f_m250_0dot4
121,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot4
122,decrease,0.10,yes,yes,0.87,yes,no,constant,increase,2.50,out_f_m250_0dot4
124,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot4
128,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot4
211,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot4
212,random,0.02,yes,yes,0.01,yes,yes,constant,increase,2.86,out_f_m250_0dot4
214,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot4
218,random,0.02,yes,yes,0.00,yes,yes,constant,random,4.47,out_f_m250_0dot4
221,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot4
222,random,0.03,yes,yes,0.01,yes,yes,constant,increase,4.17,out_f_m250_0dot4
224,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot4
228,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m250_0dot4
111,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot4
112,random,0.01,yes,yes,0.00,yes,yes,constant,random,2.54,out_m_m500_0dot4
114,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot4
118,random,0.01,yes,yes,0.00,yes,yes,constant,random,3.71,out_m_m500_0dot4
121,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot4
122,random,0.02,yes,yes,0.00,yes,yes,constant,random,2.85,out_m_m500_0dot4
124,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot4
128,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot4
211,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot4
212,random,0.01,yes,yes,0.00,yes,yes,constant,random,2.91,out_m_m500_0dot4
214,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot4
218,random,0.01,yes,yes,0.00,yes,yes,constant,random,3.20,out_m_m500_0dot4
221,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot4
222,random,0.02,yes,yes,0.00,yes,yes,constant,random,2.75,out_m_m500_0dot4
224,random,0.01,yes,yes,0.00,yes,yes,constant,increase,10.00,out_m_m500_0dot4
228,random,0.01,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m500_0dot4
111,random,0.03,yes,yes,0.00,yes,yes,constant,random,3.18,out_f_m500_0dot4
112,random,0.03,yes,yes,0.01,yes,yes,constant,random,2.78,out_f_m500_0dot4
114,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m500_0dot4
118,random,0.03,yes,yes,0.00,yes,yes,constant,random,3.60,out_f_m500_0dot4
121,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m500_0dot4
122,random,0.04,yes,yes,0.01,yes,yes,constant,increase,10.00,out_f_m500_0dot4
124,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m500_0dot4
128,random,0.04,yes,yes,0.00,yes,yes,constant,increase,10.00,out_f_m500_0dot4
211,random,0.03,yes,yes,0.00,yes,yes,constant,random,2.64,out_f_m500_0dot4
212,random,0.03,yes,yes,0.00,yes,yes,constant,random,6.17,out_f_m500_0dot4
214,decrease,0.03,yes,yes,0.00,yes,yes,constant,decrease,10.00,out_f_m500_0dot4
218,decrease,0.03,yes,yes,0.00,yes,yes,constant,decrease,4.31,out_f_m500_0dot4
221,random,0.03,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m500_0dot4
222,random,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m500_0dot4
224,decrease,0.04,yes,yes,0.00,yes,yes,constant,random,8.95,out_f_m500_0dot4
228,decrease,0.03,yes,yes,0.00,yes,yes,constant,decrease,10.00,out_f_m500_0dot4
111,random,0.02,yes,yes,0.00,yes,yes,constant,increase,2.43,out_m_m750_0dot4
112,random,0.02,yes,yes,0.00,yes,no,constant,random,6.30,out_m_m750_0dot4
114,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot4
118,increase,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot4
121,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot4
122,random,0.03,yes,yes,0.02,no,no,constant,random,4.17,out_m_m750_0dot4
124,increase,0.02,yes,yes,0.00,yes,yes,constant,random,8.66,out_m_m750_0dot4
128,random,0.02,yes,yes,0.00,yes,yes,constant,increase,10.00,out_m_m750_0dot4
211,random,0.02,yes,yes,0.00,yes,yes,constant,random,3.02,out_m_m750_0dot4
212,random,0.02,yes,yes,0.01,yes,yes,constant,increase,3.99,out_m_m750_0dot4
214,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot4
218,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot4
221,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot4
222,random,0.03,yes,yes,0.01,yes,yes,constant,increase,3.54,out_m_m750_0dot4
224,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot4
228,random,0.02,yes,yes,0.00,yes,yes,constant,random,10.00,out_m_m750_0dot4
111,increase,0.04,yes,yes,0.00,yes,yes,constant,increase,5.22,out_f_m750_0dot4
112,random,0.05,no,no,0.11,no,no,constant,random,2.58,out_f_m750_0dot4
114,increase,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m750_0dot4
118,increase,0.03,yes,yes,0.00,yes,yes,constant,random,4.47,out_f_m750_0dot4
121,increase,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m750_0dot4
122,increase,0.06,yes,yes,0.14,no,no,constant,random,3.41,out_f_m750_0dot4
124,random,0.05,yes,yes,0.01,yes,yes,constant,random,10.00,out_f_m750_0dot4
128,increase,0.04,yes,yes,0.00,yes,yes,constant,random,10.00,out_f_m750_0dot4
211,random,0.04,yes,yes,0.00,yes,yes,constant,random,4.67,out_f_m750_0dot4
212,random,0.04,yes,yes,0.01,yes,yes,constant,random,4.18,out_f_m750_0dot4
214,random,0.04,yes,yes,0.00,yes,yes,constant,random,4.59,out_f_m750_0dot4
218,random,0.03,yes,yes,0.00,yes,yes,constant,random,4.52,out_f_m750_0dot4
